Serial NO,                  Game Name,                                Review,    Positive/Negative
362,Real Casino 2,"I connected to Facebook and I didn't receive the bonus they promised, what a ripoff! If they don't fix it, I will uninstall!worst slot game I've ever played... and that's counted 60 spins and best win was 600 on a 9k bet... looks cool",0
363,Real Casino 2,cant open the game because they want you to update the latest version. Tried to update but it fails to let me..They give you coins to play it's okay for awhile then after you start to play the second day you get your coins play a little and boom they make you lose all the coins,0
364,Cooking Fest,Game is a little slow from what I'm use to with my other cooking games. But I figure it will speed up once I'm out of the beginning stages. All in all its a fun game so far. I am updating my review. I downloaded this game again after i uninstalled it.. I really like this game. Its faster than it was. Its easier to upgrade. Its a good game. Im glad i gave it another chance.,1
365,Cooking Fest,this is the only game I have played that is not giving any diamonds. that is what I don't like about it. how will one be able to puchase anything that requires diamonds without buying them had I known that I would not have downloaded it . so I because of that I give it 2 stars. do not bother downloading it. it goes no where,0
366,Cooking Fest,Good game but you need to spend $$$ to buy pink diamonds to progress by upgrading... You do get some diamonds in play (every 10 levels you get 3-4) but no where near enough to be able to make all the upgrades that you need to as you go higher thru the levels. That said i do find the game fun to play and if you could earn more diamonds in play this game would be great and i would have rated 5 stars. .... I will def keep playing until i can no longer progress,1
367,Rider,"Hmmm its hard at starting and then it starts getting easier when you keep on playing. My high score is sixty-eight., pretty cool, huh?(not that much for me) so please download this game i know it's so hard at the beginning but just keep on playing it and one day will you master this game and also, try to beat my high score",1
368,Rider,"This game is absolutely amazing!! It's one of me and my friend's favorite game!! But there are some problems I'd like to point out. First, at times, it can get very, very laggy. Also, it can get very buggy. For example, sometimes I land on a moving platform (mostly the one that is straight and launches you in the air) and I phase straight under it! But overall, Rider is an amazing game! But can you please add an online race please?",1
369,Rider,"very good graphics and soundtrack, I really like the style of this game. however the game is extremely inconsistent to the point it causes extreme rage. Even in automatic stunts the game somehow manages to kill the player. In the end you need to have luck than skill so that the game not kill you in an unpredictable way.",1
370,Synthetic Z,"Fun and challenging, reminds me of Sudoku. Not sure if I'm supposed to be able to remember how all the hints are related?Great game. Totally addicted. Just wish the setup was a bit better for the harder levels.",1
371,Synthetic Z,when I'm on another app this app send an ad to my phone and hides it self has another app then when I go fo YouTube becuse I have ad blocking on I finally saw the name but guess what the picture was hidden as a flashlight app ,0
372,Synthetic Z,Game disappeared from apps and doesn't open anymore. Been getting background ads since install as well. Not good. Avoid this app.,0
373,Earth-808,"terrible controls, swipe left and your ships goes right a bit then goes left. why am I playing a shooter where I can't control the ship?",0
374,Earth-808,"Graphics aren't amazing, but they don't need to be. It has a nice retro feel to it. controls are simple. gameplay needs work. gets to a point very quickly that you need to upgrade your ship to progress, but you need to progress to upgrade your ship. or spend cash to get the materials you need instead.....",0
375,Magic Soul,fun and time passes fast. if you just want something to rest your mind this works well.Fun and almost hypnotizing. Relaxing too. My new fav app!,1
376,Magic Soul,Highly addictive and absorbing. Unfortunately this version does not have the variety of shapes that an earlier version had. This makes it simpler to get high scores. I only achieved 3145 over 6 months in the earlier one but have got twice that in two week,1
377,Magic Soul,Love this game! Great way to wind down.want to always beat the previous score.entertaining and family fun!,1
378,Aura Bubbles,Not connecting with facebook. Always gives error. Secondly the music turns on itself after each level,0
379,Aura Bubbles,great I'll see you at home later tonight and we will see how it goes and if so how much are you looking for and I will be there at like midnight tonight and tomorrow morning at top golf course is the best thing that's ever get the feeling that m not sure how much longer do you want me to pick you up from school and then I can go back to the original plan of care and have a great weekend too if that works better for you thank God you have to go through the same thing with m and m and m and I thank,1
380,Aura Bubbles,game is quite funny and good timepass but after level 108 it becomes quite tough to pass levels....sad uninstalled,0
381,Grow Empire: Rome,"I like the game. it's quite fun. I'm very interested in the Roman Empire. BUT!!! There are some things you might want to improve: the game sometimes lags then just freezes, you get bored of it in a few days, we have absolutely no control over heros and it's so hard to get gems! plus, sometimes things get a bit too expensive.",1
382,Hay Day,"I rlly love this game! I have been playing since 2013 6 years! I always loved the new updates especially the new one when you can find the gifts at Greg's farm. Maybe I could say some things to maybe give you some ideas for another update? If yes, Then I've been thinking.",1
383,Disney Dream Treats,its cute and u r warned about the Ads but u cannot op-out nor do u get any bonuses for at least viewing the annoy full screen ad. Uninstalling. Its cute to br able to use your photos but thats it. Not worth the annoying ads.,0
384,Drive and Park,"Great little game, and very addictive. Developers really need to cut back on the ad spam though. It makes the game much less enjoyable when you have to close ads so often, and when you keep getting offered to watch ads as an incentive to continue a run. I like the game but will probably uninstall soon. As fun as it is it's not worth buying just to clear the ads.",0
385,Drive and Park,"Great game. love it. amazing. literally so fun. im at level 100. Only problem: way too many ads. that's literally what every review has. You should still get the game, cause srsly what game DOESN'T have ads? And if they bug you that much, the next time you get an add, press the home button, don't clear the tab with the game, and just go back into the game and it'll get rid of the ad. boom.",1
386,Drive and Park,"As seen in a lot of these reviews, for a while there the game was completely impossible to beat after you got past the first few levels without watching ads. However, with the recent updates it's now much less forceful with its ads and is much more enjoyable to play. Is an extremely fun game and a great way to pass the time, strongly recommended!",1
387,Alien War,"Awesom...Just Awesome Really By the Way Why the Naxeex Corp called this game ""Alien War"" And there is no alien but still this is awesome",1
388,Alien War,"Well, as always Naxeex, great game! But why would you call the game ""Alien War"" when there's no aliens? By the way I love that you included dogs and armor for them I LOVE DOGS but could you please add aliens? I mean actual better aliens, I just see naked humans without a face slapping me every where I go.",1
389,Alien War,Sorry for the 1 star but I really didn't expected this creation from you Nexeex. Unlike any of your game this game is just too bad. Really bad interface in this one. The contros are really bad and gameplay is also not good .,0
390,Disney Emoji Blitz,"Game fun to play, but seems to have a lot of bugs. Under Disney I used to have game crashes 2 or 3 times a week. Now under Jam City, I am having crashes 4 to 8 times a day. I have learned to not try the sample game play in the ads, because that often causes a crash.",1
391,Disney Emoji Blitz,"The game forces you to do way too much. I feel like I have to play some long tutorial every time i play the game. limited time events boil down to, do you play this game all day, if you do you can get characters if not buy them.",0
392,Disney Emoji Blitz,"I really enjoy playing this game most of the time. It's addictive, but I hate how the game assigns you characters when you 'purchase' boxes. I have tried to enlarge my emoji family for continued game play & I keep getting duplicate emojis. There is no way to pick the emojis that you favor and the daily challenge games suck because I keep coming up with a 'pop 20 ballons' challenge and there are NO BALLOONS available on any level...so I have to spend my gems to substitute this ludicrous challenge.",0
393,Save Rocket,great game..i just love this game..this is very hard but very funny,1
394,Save Rocket,Fantastic game... Really awesome i like this game... Very interesting game.... Really best ever i played... this game deserve 5 stars... I love this game,1
395,Save Rocket,critical and hard but interesting game. UI very attractive.,1
396,The Walking Dead,"Very addicting.. need better chances at pulls.. if ya spend money be prepared to get jipped most the time lol. Barely play these days, scopley has gotten overly money hungry, everything costs these days. Game lost its touch. ",1
397,World Soccer League,"This game is by far the best android soccer game, why? Because it doesn't need internet connection, best graphic, simple to play and don't have to buy at all. I've downloaded countless soccer game, while other games try to extort money for some stupid creation, it promotes entertainment",1
398,Empires & Puzzles,I knew this game was pay-to-win when I downloaded it and that doesn't bother me. What does bother me is spending a large amount of money and still not getting the event summon. At some point the summon you're going for should just be guaranteed if you're willing to spend the money,0
399,Garena Free Fire,Hay its a nice game and I liked it very much. Some major things should be added like... 1) There must be an suspectate option so we can able to see matches played by our friends. 2) Some more new maps mudt be added....its good to have zombie map but still some more maps needed. 3) More pets should be there..... I think creators are trying their best as they have released a new pet,1
400,Bubble shooter 2,it's so so until level 100 then becomes annoying. others have mentioned why it's frustrating but the answer is it's designed that way. some business model. frustrate your customers on purpose. deleted,0
401,Critical Ops,Game that has potential. However too few gamemodes so gameplay is pretty stale. Matchmaking for ranked is unfair sometimes as i get paired up with 3 unranked while the other team has special ops. Overall fun game definitely recommend,1
402,MaskGun Multiplayer,Wow this is the most hacked game I have ever played. They shoot through the floor at you. They shoot through buildings at you. 3 buildings is my record. Ive even been killed by someone on the otherside of the map with a knife. Would be an ok game if they dealt with this issue.,0
403,Disney Emoji Blitz,Great game at first with great controls BUT after Rank 28 the power balance shifts significantly towards paying players and the items are VERY expensive to upgrade. K/D ratio has dropped 1.09% to 1.02% and the game has become very frustrating having to sacrifice stats to earn enough for upgrades. Overall good game but can really use some balancing. Some guns are too weak and some too powerful.,0
404,Modern Strike Online,"I've spend day long searching for the best FPS in the store finally i downloaded a game that didn't disappointed me in any aspect. i had a low expectations for this game but it really turned out to be the best . cheers to the makers , take my 5stars",1
405,Guns of Boom,"Very easy once you get the hang of it. I just started so I haven't run into levels that are impossible to beat just yet. Controlling all your characters is actually fun and the missions end so quickly, sometimes, you wish it was more of a challenge like the PVP mode.",1
406,Battlelands Royale,"Thanks for the game and thanks for taking time out of your lifes to make this game better and i support this game but i hade some ideas for it 1. a weapon dropping system so if we accidently grab a gun we didnt like we could pick it back up 2. plz add legdendary skins and more items in the store 3. i have a great time playing this game and i just want you to know i will buy anything from the game if i have the money Thanks, Devloper's of battlelands Royale",1
407,Idle Miner Tycoon,"Honestly, at first this looked like a dull boring game. especially for me, a 14 year old. But well done this is a great game. the further you go into the game the better!!! one again great game and I will be looking forward to another update",1
408,Airport City,I was playing airport city a long time but uninstall it this mofning because every year it is the same problems the same time yesterday my event was finish this morning all my progres was gone and the worst of all when i change devises all my nabours was gone and my allince not any more thank you,0
409,Idle City Empire,"I'm changing the rating i originally gave this game from a 3 star to a 2 star. I took a few months off of playing this game, due to stagnant gameplay. I came back today to see if this was really an ""Idle"" game and i didnt increase my in game money at all over months of being away. Also upon coming back alot of the core gameplay mechanics seem to have been gutted out now there is even less to do in this game then there was before.",0
410,Idle Farming Empire,I have played the game for about 2 weeks. I unlocked plot seven and had no issues until today. I watched an ad for double the profits and then I noticed on plot seven it said -1.44aa. It would not let me collect for plot seven. Is it because of double the profits and I am earning too much? I would very much like an answer to the problem. Thank you.,1
411,Idle Shopping Mall,"This is a great game and one of my favourites but once you've maxed the 3 shopping malls, its pretty much over. It would be great if it had a new set in a new city or something to carry on the game. As it is there is no point me keeping it now as all I can do is increase storage and that is pretty boring and pointless when there is nothing else to upgrade or buy",1
412,Merge Town!,"Game has too many ads. I played for a few weeks, bought upgrades, then it just stopped loading. No response from support at all, still doesn't work. The ads are annoying, but it can't be helped unless you pay to rid of the adds",0
413,Merge Gems!,this game is the best game ever you guys should download it I really love this game it's just very addictive and you will just need to play it even if you make a mistake or bad about you have to say sorry it's like the game that never ends but it's going to take a little long time for it said it's just the greatest game and if you guys played this game please give me a five-star liking I did that too and this is why I'm giving you this long paragraph of how great this game is.it amazing fantastic,1
414,Merge Battle,Boring. You need to watch many many ads just for faster advance. And you know it's a bad incremental game when you need more than 2 day of consecutive play and still hardly reach your first prestige...,0
415,Ice Cream Paradise,"Game was awesome until I realized that I was not getting 3 stars...played level 106 and got 230,000 points however game gave a 2 stars. But when I played again and got 50,000 points it still gave a 2 stars....having the issues with other levels as well...developers will not fix issue. Game is unfair fun while it lasted..uninstalling. So I decided to install again thinking the issue would be fixed by now however the game is not fair some levels the lever does not move and u r not rewarded stars",1
416,Evolution Galaxy,"I love this game even though I just downloaded this game. I have 2 other evolution games. the cow evolution, and the cat evolution. they are both extremely great games my favorite part about these games would have to be the berries. because they make the creature looks funny and it could give you more money. overall these are good games. I would rate these 5 out of 5 stars. thank you for making these games creator! I appreciate it! Update: It has been a c months and I absolutely adore this game!",1
417,Idle World Atom,"Same original awesomeness of Idle World, but reinvented concepts.Awesome game, is a must if you have Idle World. Itsbok, but I keep losing the weird atom thingy, so I can't make new materials.",1
418,Idle World,"There are numerous issues with this game, but considering that i have seen developers responses here and, afaik, are still developing, they turn into more nitpicks. the science concept is lovely, and has good infrastructure for a well developed game down the line. scientists and specific element upgrades do next to nothing, either their reward is too low or their requirements are too high. what scientists provide bonuses too is cool though.",1
419,Drilla: Mine and Crafting,"Well I mean hell. The game wouldn't even let me play. Damn thing kept saying and I quote, ""Something wrong with internet. Error-4. Try again."" If you're gonna make a game, make sure it runs smoothly for everyone. I find it hard to believe how everyone else was able to play this. If you feel like responding and telling me what's wrong, I'd be obliged, but for now, 1 star",0
420,Merge Farm!,"I really enjoy this game! It's simple and to the point; the tutorial doesn't drag on, unlike some other Gram games. The crop yeilds and prices are tad unbalanced, but nothing too frustrating.",1
421,Music Maker,"Love this app! Only suggestion would be that if you could make this compatible for transition format other than Bluetooth, like for YouTube or something of the sort, that would be amazing. Or if I was able to download it and have it be compatible with other apps, that would make it perfect. Other than that, I love this app. Great for making music, and it can only get better. Thank you! Edit: So my app keeps crashing, and I don't know what to do. Please help!",1
422,Scrap Clicker 2,I love it me and my friend play this game for 2 hours straight eyes hurt well mine do BUT ITS FREAKING FUN BRO edit: I'm still actually playing this game my friend stopped cause he not good at this game unlike me but my phones about to die ?? but ITS FUN,1
423,Idle Empires,The math is wrong at times. I've noticed that in the beginning area it takes less money for upgrades but the asking price doesn't reflect this. As in I'll have to have a certain amount to be able to press the button to upgrade something but then it subtracts a lower number from my gold. I'm cool with that minus the fact that I have to have more gold than what is actually required. After the Halloween event none of the ads work anymore.,0
424,Kitty Cat Clicker,"Great game!! Best game on my device for a while, though I found a bug, where 5he cats continue throwing the food when the leader is gone, so it goes to the chest, for a long time, until you purchase a new cat. To be honest I think the glitch was cool ",1
425,Grow Survivor,"Ad-fest. Ads redirect to playstore whether you want them to or not. After viewing an ad and closing the play store, a pop up ad is your reward for doing so. I've never uninstalled an app over ads before, so congrats to the devs for showing me what my limits were. I'd comment on gameplay but I'm not sure what this game is supposed to be aside from a predatory ad revenue generator.",0
426,Game of Warriors,"I started this game at 3 stars... I have finally made it to wave 350 and im finally giving this game ?? ?? ?? ?? ??. My only problems with this game are to many ads but they are made up for with rewards but still a little bit to many. The spin wheel is not random at all and it gets to a point where the coin doesn't help as much any more, and ive only got the gems once and never landed on jackpot but I guess in time right? Overall, great game though very enjoyable experience.",1
427,Throne: Kingdom at War,"have not been able to log in game, have ut linked to fb and get kickout everytime. Ive been playing for over 2 yrs, but new studies/builds can take up to a year or more to complete this should really be adjusted to less time. I think also you should allow for order members to be able to shield another member with 8 hr shield, and even be able to send each other ports if needed. this is done on another game and it is really helpfull.",1
428,Cake Match 3 Mania,Thus is a good game for somene to understand the meaning of knowing which one needs to match with which. I would recomend this to ages 5 and up. My kids always come home from school and say mom can I play cake rush. They love this game!,1
429,Balloon Paradise,It is a very unique game with a lot of different boosters to help. So far l have enjoyed it. This does not mean that l may have a change of mind later as l have only played for a few levels at this point.,1
430,Water Balloon Splash,I can only give you 4stars because you do not explain how to eliminate squares. Instructions are non-existent ! I am still trying to deal with that and meanwhile the batteries on my android phone are being used up unnecessarily! Seems like a fun game otherwise!! Thanx for that!,1
431,Shoot Bubble - Fruit Splash,"I love this game, it's challenging and difficult at times but it makes you really think. and you're not constantly asking to sell me something which I like if you're low on fruit you watch a video get 10 more fruit to try to win. it's my favorite game. whoever developed this game did a fantastic job.",1
432,Pop Cubes ,"W-e-l-l...This game ""AD"" a lot of fun to your day!! There are ADS, ADS and more ADS, so if you don't mind the ADS then I recommend you try this game because it is a lot of fun, especially if you like Match 3 games. It is easy to advance the levels without waiting for more lives or spending money. i got this game yesterday and am already on Level 100. It took me a year to get to that Level on Candy Crush! I don't mind the ADS...I'm learning, not frustrated and saving money. A Win-Win concept",1
433,Toy Crush,Love this game! Haven't put ot down since i downloaded it. Its awesome....i love it. Very good game but sometimes I stuck but am enjoying.,1
434,Family Zoo: The Story,"the game constantly has issues that result in you losing coins or any boosts you use. if you contact the help desk you wont get any help from them. they will repeatedly ask you if the issue was resolved without doing anything or they will change the status to ""solved"" without even contacting you. and dont expect them to reimburse for anything you lost due to their glitches. dont waste your time or money on this game",0
435,Marvel Future Fight,"This game still amazes me. I love that almost all of the characters are here now, even the most obscure ones. I like the gameplay and the story itself. If this was available for consoles and the graphics were similar to Spider-Man I'm 100% in. The only drawback is that there are missions that require you to collect material to help you progress with the story and it just gets tiring easily.",1
436,Marvel Future Fight,"I really love this game it is so fun to play. Love the cast of characters but there are some missing that I hope you add into future updates including Mystique, Professor X, Ymir, Surter, Spider - Hamm, Okoye, and many more that are not on this list. Also, that free daily 1* character, can you make it to where I can get random character of up to 6*. Please that would be very helpful about half of my characters are 1* so this would help boost me up. I hope you take this review into consideration.",1
437,Marvel Future Fight,"Could be more fun, but I like it for what it is. I do wish that premium characters could be obtained without spending money though. Like give us chances to farm them up. Add them as a side quest, at least ones that our alliance has unlocked. Also please fix the updates, when they happen I cannot obtain the login rewards.",1
438,Hidden Hotel,"Aight, I love this game because it possible to win. Matching games was too hard. I like that they make it different. I don't mind waiting as long as when I play I knew I can make something new rather than just stuck at the same thing. Those fancy graphic was everything. Might be the best searching game I ever play. Y'all don't know how thankful I am knowing that it was not a matching game. ?? Overall great job developers.",1
439,Hidden Hotel,"Enjoying it so far. :) I like that it's a hidden object game mixed with hotel renovation instead of the usual match 3 with a hotel or house reno story. It's a great mix of genre. :) UPDATE: (More like a request) It would be great if there's something to notify/trigger us to open the club button when someone is asking for energy or when we've reached full energy. Other than that, the game is awesome! Still playing it regularly.",1
440,Hidden Hotel,"I like making the hotel new and picking out furniture and stuff, but I always have to wait so long to play bc all my energies are gone so fast. it takes a little longer than necessary to get stars. I think they should make it a little less annoying with how many energy things it takes to play. bc you only get 110 and it takes 15 of those to get like half a star. and you need one star to do 1 task so by the time the energies run out you only did like 5 task. then you wait one hour to play.",1
441,The Catapult 2,I cant get past day 2. every time I try the 3rd guy shoots directly at my catapult. upgrades are 2000 and i only get 17 dollars per attempt so its impossible to afford a shield to protect myself. I do not appreciate having to repeat the exact same process over 100 times to be able to afford to advance in the game.,0
442,The Catapult 2,"addictive and great time killer. just need more upgrading of weapons. such as supporting catapults and archers should be upgradable. besides, landmines are poor weapons. the shield should rotate more speedily while activated. the circle could be a little bigger. any protective shield could be brought for the building too",1
443,Jurrasic World Alive,"I've been playing this game for a while, and I've seen it grow for the better. Ludia has been doing extremely well at implementing new ideas such as alliance missions, weekly strike events, and opportunities to gather high tier DNA. Cons- How hard it can be to progress, I'm level 14 with VIP and it will probably take me about 3 weeks+ to level up. Arena exclusive dinos are a bad idea imo. Coins are very hard to save up. Some creatures just look stupid ",1
444,Jurrasic World Alive,"GREAT GAME, but wait, it's actually not that at all. The idea is a good idea, but the actual controls, the battle feature, the strike events and the weekly thing of dinos just suck. The battleing feature crashes half the time, everything is delayed, strike events are wayyyy to hard and cost way to much to redo, upgrades are too expensive. If you want to get invested into this game you will be constantly spending money too keep up with everyone else. It sucks, dont download this game.",0
445,Jurrasic World Alive,"This is good fun game, you don't have to spend any or loads of cash, no adverts. I live in country there for, as game uses Google maps you only get dinosaurs on the roads, some tracks. As it is designed as a ""walking fit game' would be good to find dinosaurs in the forests, moors, etc, especially for living in Scotland please fame makers! Other wise fun at the moment, easy to learn what to do. In SCOTLAND it is 'right to roam' could you put dinosaurs more every where. Thank you development team.",1
446,Planet Bomber,"This game is good. I watched an ad for it and was interested immediately. However Im greatly disappointed. Right when I open it I have deny data collection, and I have to confirm my denial TWICE. After that Im confronted with a 30 second ad after every level. You see, this is not how you make money on games. Give the player an incentive to watch the ads, like in Egg Inc (best movile game imo) Yet you, you scare away your players with this BS, thus earn less money on your dev hours.",1
447,Planet Bomber,games starts off really well with a lot of promise. its meant to be a progressive game with a promising upgrade skill tree system but after working through to level 40 and upgrading weapons to nearly level 60 i can't see any difference from the first level. Not a very rewarding game to play but that's not to say its a bad game. its addictive up until the lack of change becomes to apparent. another free game with ads so turn off internet to prevent the ads,0
448,Planet Bomber,"Pretty boring overall. No real engagement since the randomly spawning small missiles can do all the work after a while. The amount of ads is also really high. After every single stage there is an ad and if you actually try destroy the planet as fast as you can, you're pretty much faced with an ad every minute or two.",0
449,Pock 8,worst game i have ever seen No connecting with fb and google only play for guest.It's so bad game,0
450,Pock 8,Very good graphics and smooth gameplay.best pool game evr played also hindi pre-defined messages,1
451,Metal Soldiers 2,Metal soldiers 2 is a wonderful game its is a very hard game I can't complete the 10 level the monster in 10 level is very strong l can't defet him it is a very hard level I can't clear it I don't know how to kill the monster the controls should be upgraded the can not be easily killed and the life should be given more at the time of fighting with monster a great game invented I like this game very much so friends please install this game now the fighting is main part in this game bye,1
452,Sniper 3D - 2019,"i want to give this app less than Millions Trillions Stars. . only one option 1st open this game. than buy the Guns with Rs. 14,000. Bakwaaaaaas Treen App. Terrible! Controls are not stable. So tedious. Loading the next mission is slow. Ads in between. Graphics are basic. Uninstalled.",0
453,Fruit Smash,"before i install this game, i think this game is for my daughter. but is very difficult for my daughter. my daughter is 4 y.o. there is no fun, because when you reach higher stage is more difficult. and game stopped in stage 29. So i uninstall this game. thank you.",0
454,Fruit Slice,Amazing Just got it and I can already tell its better then fruit ninja on time trial my high score is already 271! One problem I think that we should be able 2 buy new blades with fruit. Oh and I think they should just get rid of the adverts altogether¡,1
455,Fruit Master,I really hate this game..BORING!!! I played this for so many times but I dont see any changes from level 1 to level 125 no fun no adventure in every level thats why its boring. And also in the claim reward portion I never win instruments since level 1 to 125 I hate this app...I wasted most of my time,0
456,Fruit Rivals - Juicy Blast,No one I know has ever completed this game. Everyone keeps getting stuck in Snow for months then giving up. Anyone else on this boat. I saw two or three other comments on this. something needs to me done. And now there are just too many ads,0
457,Fruits Break,When you try to get all of the items it doesn't always work. Need to be more tap / slide friendly.Worst game Downloaded it only for free gold as instructed by dead trigger 2.Your game when you're playing does not take the points of how many you need off it cheats,0
458,Fruit Tap Blast,I'm on level 214 and keeps crashing so you can't play the game and the developers are failing to respond. It was my favorite game until then. I don't want to uninstall to be sent back to level 1. Poor customer service period.,0
459,War Robots,"I LOVE this game! It is an action packed robots war game that will keep you standing until you win the match. There are about 20 robots to buy and choose from, and you can customize your guns too. I personally recomend this game for all ages. The greatest part about this game is that there is no swearing. Only blowing up other robots. I hope that everyone loves this game",1
460,Juicy Puzzle,"Best part is that you don't have to wait for ""lives"" to continue playing.Unlike other match the games, this one doesn't get impossibly hard. There are 2,000 levels and it should be possible to do them all.",1
461,Fruit Candy Blast,"At first the app is awesome, but then you get stuck on one level for weeks at a time. I'm on level 600, but it's almost impossible to get through it because the pattern NEVER changes. How can you expect to get through a level if the moves never change? Also, this app should have an option to skip a level if you get stuck on it for too long. I'm over this app. Going to delete it.",0
462,Sweet Fruit Candy,"Very cute and fun game. Functions well. There are ads, but they're easily skipped. It's worth it to get this game. It's easy to see that they aren't after money at all; they just people to have fun. This is what makes it so much fun to play. I love it!",1
463,Sweet Candy Story,Really cute game! Only iF it was more challenging...its still fun to play! It's good game to play when ur stressed! Ads don't usually bother me coz I'm usually watchin tv or I listen to my own music Idc for game music... the ads were only 5 sec long but they snuck in the 15 sec ones! Just use ur bk button keep on playin...not sure how long il keep but Ima play for a while longer maybe the game will get harder,1
464,Candy Legend,"I really enjoy this game. It is not so hard that you can't get past a level but is still challenging. I like that one can actually move foreward through the game and reach higher levels. It allows you to feel like you are able to keep going which encourages you to do so. Which means being hooked to stay and play longer. I have actually dumped games because it was almost impossible to move past even lower levels, like level 28 or 40. Other developers should take a lesson from this",1
465,Fruit Fancy,"Would give no stars if I could. Game became ""buggy"" at level 61: cannot connect fruits; items are not removed; bees do nothing; and the like. Was enjoying game, but do not understand the glitches. After reading some of the critical reviews, I believe I am not the only one with this problem. Just deleted game when I was close to clearing level, game crashed. Fix the bugs before asking gamers to play.",0
466,War Friends,"I like this game because you could make diffrent tactics and other stuff like buying new units, I just buyed Cobra which I tried and I won with it so the things are very powerful and thats why I rated it 5 stars. Thank You",1
467,Tomb of the Mask,"I don't know what the hell give you the idea that you can sell a game like this for $7.99 PER WEEK... I may as well just sell my switch to swipe up and down. You made it fun, don't get me wrong, and it's very fluid. But you've got real nerve. I've played better games for free that offer more content. ",0
468,Stickman Hook,"The graphics are awesome, playing is very relaxing, the controls are perfect. the only problems are the ads, and the unability to replay challenges, as I've already beaten all of them. Also you shoud add leaderboards for the different types of modes. (Edit: Leaderboards added :D) Great game :D (Edit 2: Lowered a star cause I can't select any of the new characters...)",1
469,Snowball.io,"play it every day. it's a great game. i know that like everybody is bots and stuff, but if it bugs you THAT much, then either remove ads (I don't think it exists buteh) OR JUST TURN OFF YOUR WIFI! personally, I keep them on so that the developers still get some revenue, it's fun to play and watch some of them. it doesn't get boring for me unless I play it 2 hours straight.",1
470,Popular Wars,"Addictive!!! I love this game and it is very addictive. Need to have a power up you can get to make you population move faster for a few seconds. Like a Pac Man power up pill. So you can either catch the opponent or even get away. But change the location on the board everytime. I want royalties if you put this on the game!! ?? UPDATE: New location on the map..... ""City"", I LOVE IT!!!!!! Finally new scenery! I have been needing this. This is my go to game!! THANK YOU!",1
471,Snipers vs Thieves,"The game is boring now. The old version was way better man. It had more involved before, now it's just a basic ""Run"" or ""Shoot"". The new gadgets were good ideas, I like that, but they're so boring to use now. The game is just wack. No fun anymore. Also, I'd rather the bot not send me messages. It's just patronizing cus I already know it'll be forever before any changes.",0
472,Race the Traffic,"its not like the pictures shown. you cabt uograde stuff at 500, it automatically makes you upgrade at 1k. theres no vans as shown in the picture. theres no cars at the intersections. you cant chabge the cenery.",1
473,Creative Destruction,"Its an amazing game, even better than fortnite mo ile! you can actually build easily, and has great graphics. I had a problem with the game, and the support team responded in the same hour that I emailed them. great game with a great team, no complaints",1
474,Battle Royale,"Nepal is best than the other hand and diamonds we can follow up to complete mission of eek out the way masih links for that. weirdo oo show all posts by the way, I think it's going back in hand. free to download N-Gage games in hand with a new sui dynasty the way ma. free fire, but ma. Google photo by a new version, the last time you heard it first came to download and install a few. free fire and the way home, a few months. free to complete the last time the way ma, and the other direction",1
475,Extreme Bike Race,"not so good. what a sorry piece of junk. spend money to unlock the whole game, hell no.... uninstalling due to if they are that low, will not trust them for an",0
476,Subway Rider,Very bad game.The game is always hanging.automatically advertisement page opens. no scope for starting the game atleast.,0
477,Moto Traffic Race,It is good game according to me but anyone do not like game . So i am can't be interested to other. I like this game.In one on one they cheat they make us fall when we crash. Not the other person racing with you if he crahes.,1
478,Car Racing 2018,"So far the gameplay is good and controls are good too. Add some multiplayer if possible. Funny thing is the Ford GT-like car is faster than Veneno-like car. But one issue found why all cars are same speed and AI cars are so slow once I reached top speed and outrunned so easily and they brake so many times. Also, what is the point on drifting if the tracks are oval. And picking nitro while using the nitro is not gaining",1
479,Bike Race-Extreme City Racing,It's a good game who likes to ride bike. It is really impressive....when I got stress it used to relief my mind. this game is awesome game.try this game.it garphics is very nice,1
480,Road Driver,Fake game. It doesn't open. Screen goes black.make it little more difficul and add some terrible levels. the first levels are really boaring because it is too simple. 0,0
481,NASCAR Heat Mobile,"Good game. I like the racing! It will not let me connect to Facebook though and sometimes it does not say you are drafting. It also took me a couple restarts for it to load when I first played it, so it is not without some bugs. Overall, a great race for NASCAR fans.",1
482,Race Kings,"this is the best racing and drifting game ever with breathtaking physics! just one thing. please add some other place to race on. we just have to race at the factory type place. add some place like hills! beachsides! highways etc. please read this review if these ideas will get applied, then it will be the best game on mobile",1
483,Moto Rider GO,best bike racing good graghics good controls and does not cost money thanks. it has great graphics but need more bike you know but it is a great game.I really enjoy myself playing this game many challenges and obstacles it's just like life,1
484,Top Speed,"It's a cool game. If u follow the instructions you will be successful. The cars are not real but they are awesome. The sound is good and so are the graphics. Lots of rewards that will help raise money for upgrades and car purchases. I love the game, if u haven't played it u should try it.",1
485,Racing Xtreme 2,im really enjoying this game the moment i also hope this game brings more tiers to the game so i can enjoy it for longer. good work on the game.great game to pass the time,1
486,Stock Car Racing,"I thought this game was going to be cool, but it keeps f-ing up and cheating me out of the real place I finish in. Several times now, I have won or placed in the top three, but the damn game says I finished 8th, 11th, 12th which is bs. My ratings and opinion will continue to go down until this is fixed. So far, two thumbs definitely down.",0
487,Kart Stars,"Good game, it has a lot of control options. Pick your poison and get on the track! Awesome game. Really fun with a ton of customization...carts, drivers, suits, helmets and hats and stuff.",1
